ID;Router;Method;Path;Trạng thái;Lý do;UI / Page
api176;reconciliations;GET;/api/reconciliations;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleReconciliationsGet";—
api177;reconciliations;POST;/api/reconciliations;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleReconciliationsPost";—
api178;reconciliations;GET;/api/reconciliations/[periodId];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleReconciliationPeriodGet";—
api179;reconciliations;POST;/api/reconciliations/[periodId]/finalize;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleReconciliationFinalizePost";—
api180;reconciliations;POST;/api/reconciliations/[periodId]/match;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleReconciliationMatchPost";—
api181;reconciliations;GET;/api/reconciliations/[periodId]/report;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleReconciliationReportGet";—
api182;reconciliations;POST;/api/reconciliations/items/[itemId]/adjust;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleReconciliationItemAdjustPost";—
api183;reconciliations;POST;/api/reconciliations/items/[itemId]/verify;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleReconciliationItemVerifyPost";—
api184;bridge;GET;/api/bridge/agents;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleBridgeAgentsGet";—
api185;bridge;GET;/api/bridge/metadata;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleBridgeMetadataGet";—
api186;bridge;GET;/api/bridge/offices;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleBridgeOfficesGet";—
api187;bridge;GET;/api/bridge/openhouses;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleBridgeOpenhousesGet";—
api188;bridge;GET;/api/bridge/search;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleBridgeSearchGet";—
api189;bridge;GET;/api/bridge/sync;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleBridgeSyncGet";—
api190;bridge;POST;/api/bridge/sync;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleBridgeSyncPost";—
api191;integrations;GET;/api/integrations/[provider]/authorize|callback;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIntegrationsActionGet";—
api192;integrations;DELETE;/api/integrations/[provider]/disconnect;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIntegrationsActionDelete";—
api193;integrations;GET;/api/integrations/google-drive/authorize;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIntegrationsGoogleDriveAuthorizeGet";—
api194;integrations;GET;/api/integrations/google-drive/callback;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIntegrationsGoogleDriveCallbackGet";—
api195;integrations;POST;/api/integrations/mls/connect;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIntegrationsMlsConnectPost";—
api196;integrations;GET;/api/integrations/status;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIntegrationsStatusGet";—
api197;rules;POST;/api/rules;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleRulesPost";—
api198;rules;DELETE;/api/rules/[id];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleRulesDelete";—
api199;rules;PUT;/api/rules/[id];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleRulesPut";—
api200;rules;POST;/api/rules/[id]/apply;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleRulesApplyPost";—
api201;rules;GET;/api/rules/project/[projectId];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleRulesProjectGet";—
api202;rules;GET;/api/rules/project/[projectId]/suggestions;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleRulesProjectSuggestionsGet";—
api203;financial-transactions;POST;/api/financial-transactions/[id]/approve;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleFinancialTransactionApprovePost";—
api204;financial-transactions;POST;/api/financial-transactions/[id]/classify;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleFinancialTransactionClassifyPost";—
api205;financial-transactions;POST;/api/financial-transactions/bulk-classify;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleFinancialTransactionsBulkClassifyPost";—
api206;financial-transactions;GET;/api/financial-transactions/project/[projectId];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleFinancialTransactionsByProjectGet";—
api207;financial-transactions;GET;/api/financial-transactions/project/[projectId];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleFinancialTransactionsListGet";—
api208;identity;POST;/api/identity/appeal;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIdentityAppealPost";—
api209;identity;POST;/api/identity/claim/bind-token;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIdentityClaimBindTokenPost";—
api210;identity;POST;/api/identity/claim/start;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIdentityClaimStartPost";—
api211;identity;POST;/api/identity/claim/verify;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIdentityClaimVerifyPost";—
api212;identity;POST;/api/identity/report-spam;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleIdentityReportSpamPost";—
api213;places;POST;/api/places/autocomplete;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handlePlacesAutocompletePost";—
api214;places;POST;/api/places/autocomplete-public;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handlePlacesAutocompletePublicPost";—
api215;places;POST;/api/places/details;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handlePlacesDetailsPost";—
api216;places;GET;/api/places/geocode;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handlePlacesGeocodeGet";—
api217;places;POST;/api/places/validate;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handlePlacesValidatePost";—
api218;calendar;GET;/api/calendar/auth;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleCalendarAuthGet";—
api219;calendar;GET;/api/calendar/callback;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleCalendarCallbackGet";—
api220;calendar;GET;/api/calendar/events;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleCalendarEventsGet";—
api221;calendar;POST;/api/calendar/sync;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleCalendarSyncPost";—
api222;insights;GET;/api/insights/market;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleInsightsMarketGet";—
api223;insights;GET;/api/insights/metrics;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleInsightsMetricsGet";—
api224;insights;GET;/api/insights/portfolio;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleInsightsPortfolioGet";—
api225;insights;GET;/api/insights/trends;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleInsightsTrendsGet";—
api226;transactions;PATCH;/api/transactions/[id]/attribution;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleTransactionAttributionPatch";—
api227;transactions;POST;/api/transactions/[id]/attribution/search;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleTransactionAttributionSearchPost";—
api228;transactions;POST;/api/transactions/[id]/identify;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleTransactionIdentifyPost";—
api229;transactions;GET;/api/transactions/project/[projectId]/identification-suggestions;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleTransactionIdentificationSuggestionsGet";—
api230;account;GET;/api/account/data/delete;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleAccountDataDeleteGet";—
api231;account;POST;/api/account/data/delete;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleAccountDataDeletePost";—
api232;account;POST;/api/account/data/download;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleAccountDataDownloadPost";—
api233;packages;POST;/api/packages/share;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handlePackagesSharePost";—
api234;packages;GET;/api/packages/share/[token];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handlePackagesShareTokenGet";—
api235;packages;DELETE;/api/packages/share;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handlePackagesShareDelete";—
api236;workspace;GET;/api/workspace;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleWorkspaceGet";—
api237;workspace;PUT;/api/workspace;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleWorkspacePut";—
api238;workspace;POST;/api/workspace/[action];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleWorkspacePost";—
api239;bids;POST;/api/bids;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleBidsPost";—
api240;bids;PUT;/api/bids;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleBidsPut";—
api241;data;GET;/api/data/*;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleDataGet";—
api242;data;POST;/api/data/*;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleDataPost";—
api243;e2e;GET;/api/e2e/follows;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleE2eFollowsGet";—
api244;e2e;POST;/api/e2e/follows;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleE2eFollowsPost";—
api245;esign;POST;/api/esign/create;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleEsignCreatePost";—
api246;esign;GET;/api/esign/status/[envelopeId];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleEsignStatusGet";—
api247;events;POST;/api/events;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleEventsPost";—
api248;events;GET;/api/events/stream;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleEventsStreamGet";—
api249;financial;GET;/api/financial/transactions;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleFinancialTransactionsGet";—
api250;financial;POST;/api/financial/transactions;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleFinancialTransactionsPost";—
api251;invest;GET;/api/invest/[token];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleInvestTokenGet";—
api252;invest;POST;/api/invest/[token];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleInvestTokenPost";—
api253;invites;GET;/api/invites;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleInvitesGet";—
api254;invites;POST;/api/invites;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleInvitesPost";—
api255;mcp;GET;/api/mcp/[transport];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleMcpTransportGet";—
api256;mcp;POST;/api/mcp/[transport];Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleMcpTransportPost";—
api257;notifications;POST;/api/notifications/deadline-alert;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleNotificationsDeadlineAlertPost";—
api258;notifications;POST;/api/notifications/test;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleNotificationsTestPost";—
api259;security;GET;/api/security/settings;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleSecuritySettingsGet";—
api260;security;PUT;/api/security/settings;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleSecuritySettingsPut";—
api261;street-view;GET;/api/street-view;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleStreetViewGet";—
api262;street-view;POST;/api/street-view;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleStreetViewPost";—
api263;user;GET;/api/user/notification-preferences;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleNotificationPreferencesGet";—
api264;user;PUT;/api/user/notification-preferences;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleNotificationPreferencesPut";—
api265;worker;GET;/api/worker/drain;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleWorkerDrainGet";—
api266;worker;POST;/api/worker/drain;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleWorkerDrainPost";—
api267;admin;DELETE;/api/admin/agent-crew/purge-all;Chưa kết nối (low);"ops/agent-crew đã nối; purge-all chưa. Handler: handleAdminAgentCrewPurgeAllDelete";—
api268;changelog;GET;/api/changelog/metadata;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleChangelogMetadataGet";—
api269;closing;POST;/api/closing/title-search;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleClosingTitleSearchPost";—
api270;config;GET;/api/config/attorney-states;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleAttorneyStatesGet";—
api271;contact;POST;/api/contact;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleContactPost";—
api272;dashboard;GET;/api/dashboard;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleDashboardGet";—
api273;deal-analyzer;POST;/api/deal-analyzer/property-lookup;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleDealAnalyzerPropertyLookupPost";—
api274;deals;POST;/api/deals/broadcast;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleDealsBroadcastPost";—
api275;drive;POST;/api/drive/provision;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleDriveProvisionPost";—
api276;emails;POST;/api/emails/send;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleEmailsSendPost";—
api277;entitlements;GET;/api/entitlements/project-count;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleEntitlementsProjectCountGet";—
api278;exit;POST;/api/exit/complete;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleExitCompletePost";—
api279;fund;POST;/api/fund/close-deal;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleFundCloseDealPost";—
api280;investor;GET;/api/investor/timeline;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleInvestorTimelineGet";—
api281;lawyers;GET;/api/lawyers;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleLawyersGet";—
api282;loi;POST;/api/loi/generate;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleLoiGeneratePost";—
api283;map-tile;GET;/api/map-tile;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleMapTileGet";—
api284;market-vitals;GET;/api/market-vitals;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleMarketVitalsGet";—
api285;mls;GET;/api/mls/search;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleMlsSearchGet";—
api286;permits;GET;/api/permits;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handlePermitsGet";—
api287;presence;POST;/api/presence/heartbeat;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handlePresenceHeartbeatPost";—
api288;rent-history;POST;/api/rent-history/import;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleRentHistoryImportPost";—
api289;reporting;POST;/api/reporting/export;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleReportingExportPost";—
api290;tasks;POST;/api/tasks/assign;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleTasksAssignPost";—
api291;unsubscribe;POST;/api/unsubscribe;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleUnsubscribePost";—
api292;upload;POST;/api/upload;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleUploadPost";—
api293;vendors;POST;/api/vendors/request;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleVendorsRequestPost";—
api294;waitlist;POST;/api/waitlist;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleWaitlistPost";—
api295;zoning-scan;POST;/api/zoning-scan;Chưa kết nối (low);"Handler đã extract; chưa tạo apps/web/app/api adapter. Handler: handleZoningScanPost";—
